task_id,title,description,type,difficulty,estimated_time,category,skill_level,tags,steps,hints,video_url,web_url
database-design-10-04,Security & Monitoring: Apply,"Practice Security & Monitoring within Database Design: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Database Design,Intermediate,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-05,Security & Monitoring: Deep Dive,"Practice Security & Monitoring within Database Design: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Database Design,Intermediate,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-06,Security & Monitoring: From Scratch,"Practice Security & Monitoring within Database Design: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Database Design,Intermediate,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-07,Security & Monitoring: Best Practices,"Practice Security & Monitoring within Database Design: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Database Design,Intermediate,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-08,Security & Monitoring: Performance,"Practice Security & Monitoring within Database Design: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Database Design,Advanced,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-09,Security & Monitoring: Real-World,"Practice Security & Monitoring within Database Design: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Database Design,Advanced,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-10,Security & Monitoring: Capstone,"Practice Security & Monitoring within Database Design: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Database Design,Advanced,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
cloud-computing-01-01,Cloud Fundamentals: Intro,"Practice Cloud Fundamentals within Cloud Computing: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Cloud Computing,Beginner,"cloud-computing,cloud,fundamentals",Read a short overview of Cloud Fundamentals in Cloud Computing|Implement a minimal example for Cloud Fundamentals (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Cloud Fundamentals' in Cloud Computing|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=lRN0G0p0Q1M,https://docs.aws.amazon.com/
cloud-computing-01-02,Cloud Fundamentals: Basics,"Practice Cloud Fundamentals within Cloud Computing: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Cloud Computing,Beginner,"cloud-computing,cloud,fundamentals",Read a short overview of Cloud Fundamentals in Cloud Computing|Implement a minimal example for Cloud Fundamentals (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Cloud Fundamentals' in Cloud Computing|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=lRN0G0p0Q1M,https://docs.aws.amazon.com/
cloud-computing-01-03,Cloud Fundamentals: Hands-on,"Practice Cloud Fundamentals within Cloud Computing: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Cloud Computing,Beginner,"cloud-computing,cloud,fundamentals",Read a short overview of Cloud Fundamentals in Cloud Computing|Implement a minimal example for Cloud Fundamentals (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Cloud Fundamentals' in Cloud Computing|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=lRN0G0p0Q1M,https://docs.aws.amazon.com/
cloud-computing-01-04,Cloud Fundamentals: Apply,"Practice Cloud Fundamentals within Cloud Computing: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Cloud Computing,Intermediate,"cloud-computing,cloud,fundamentals",Read a short overview of Cloud Fundamentals in Cloud Computing|Implement a minimal example for Cloud Fundamentals (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Cloud Fundamentals' in Cloud Computing|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=lRN0G0p0Q1M,https://docs.aws.amazon.com/
cloud-computing-01-05,Cloud Fundamentals: Deep Dive,"Practice Cloud Fundamentals within Cloud Computing: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Cloud Computing,Intermediate,"cloud-computing,cloud,fundamentals",Read a short overview of Cloud Fundamentals in Cloud Computing|Implement a minimal example for Cloud Fundamentals (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Cloud Fundamentals' in Cloud Computing|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=lRN0G0p0Q1M,https://docs.aws.amazon.com/
cloud-computing-01-06,Cloud Fundamentals: From Scratch,"Practice Cloud Fundamentals within Cloud Computing: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Cloud Computing,Intermediate,"cloud-computing,cloud,fundamentals",Read a short overview of Cloud Fundamentals in Cloud Computing|Implement a minimal example for Cloud Fundamentals (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Cloud Fundamentals' in Cloud Computing|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=lRN0G0p0Q1M,https://docs.aws.amazon.com/
